# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308234_pairs.txt" "results/alignment/SRR35308234.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308234.sorted.bam
gene-M8Y62_12220	CP097651.1	2520489	2521157	+	669	694
gene-M8Y62_12225	CP097651.1	2521204	2522100	-	897	75
gene-M8Y62_12230	CP097651.1	2522281	2523150	+	870	120
gene-M8Y62_12235	CP097651.1	2523127	2524293	-	1167	56
gene-M8Y62_12240	CP097651.1	2524479	2525048	+	570	150
gene-M8Y62_12245	CP097651.1	2525059	2525226	-	168	61
gene-M8Y62_12250	CP097651.1	2525260	2527221	+	1962	276
gene-M8Y62_12255	CP097651.1	2527234	2527464	-	231	71
gene-M8Y62_12260	CP097651.1	2527613	2527897	-	285	21
gene-M8Y62_12265	CP097651.1	2527993	2528118	-	126	4
gene-M8Y62_12270	CP097651.1	2528118	2529128	-	1011	34
gene-M8Y62_12275	CP097651.1	2529128	2530525	-	1398	84
gene-M8Y62_12280	CP097651.1	2531213	2532625	+	1413	262
gene-M8Y62_12285	CP097651.1	2532930	2534075	+	1146	197
gene-M8Y62_12290	CP097651.1	2534092	2535105	+	1014	155
gene-M8Y62_12295	CP097651.1	2535107	2536036	+	930	67
gene-M8Y62_12300	CP097651.1	2536026	2536832	+	807	105
gene-M8Y62_12305	CP097651.1	2536855	2538282	+	1428	368
gene-M8Y62_12310	CP097651.1	2538623	2538745	-	123	64
gene-M8Y62_12315	CP097651.1	2538894	2539091	+	198	2
gene-M8Y62_12320	CP097651.1	2539229	2539480	+	252	124
gene-M8Y62_12325	CP097651.1	2539532	2539624	-	93	79
gene-M8Y62_12330	CP097651.1	2539820	2539993	+	174	280
gene-M8Y62_12335	CP097651.1	2540082	2540831	+	750	181
gene-M8Y62_12340	CP097651.1	2540845	2542278	-	1434	183
gene-M8Y62_12355	CP097651.1	2544163	2544396	+	234	202
gene-M8Y62_12360	CP097651.1	2544405	2544854	-	450	54
gene-M8Y62_12365	CP097651.1	2544851	2545369	-	519	383
gene-M8Y62_12370	CP097651.1	2545532	2546113	+	582	159
gene-M8Y62_12375	CP097651.1	2546179	2547216	+	1038	449
gene-M8Y62_12380	CP097651.1	2547280	2548215	-	936	1194
gene-M8Y62_12385	CP097651.1	2548177	2548407	+	231	9
gene-M8Y62_12390	CP097651.1	2548497	2548796	+	300	2410
gene-M8Y62_12395	CP097651.1	2548894	2550600	-	1707	307
gene-M8Y62_12400	CP097651.1	2550798	2552903	-	2106	431
gene-M8Y62_12405	CP097651.1	2553162	2554223	+	1062	32
gene-M8Y62_12410	CP097651.1	2554392	2554613	+	222	870
gene-M8Y62_12415	CP097651.1	2554664	2556118	-	1455	309
gene-M8Y62_12420	CP097651.1	2556308	2557195	-	888	109
gene-M8Y62_12425	CP097651.1	2557469	2558020	+	552	73
gene-M8Y62_12430	CP097651.1	2558112	2559119	+	1008	19
gene-M8Y62_12435	CP097651.1	2559109	2560230	+	1122	15
gene-M8Y62_12445	CP097651.1	2562530	2563039	+	510	7
gene-M8Y62_12450	CP097651.1	2563049	2563975	+	927	12
gene-M8Y62_12455	CP097651.1	2563959	2564738	+	780	6
gene-M8Y62_12460	CP097651.1	2564777	2565628	+	852	15
gene-M8Y62_12465	CP097651.1	2565706	2566323	+	618	35
gene-M8Y62_12470	CP097651.1	2566394	2566621	+	228	111
gene-M8Y62_12485	CP097651.1	2567538	2568242	+	705	17
gene-M8Y62_12490	CP097651.1	2568239	2569207	+	969	18
gene-M8Y62_12495	CP097651.1	2569265	2570920	+	1656	9
gene-M8Y62_12500	CP097651.1	2570997	2571842	+	846	127
gene-M8Y62_12505	CP097651.1	2572512	2573192	-	681	54
gene-M8Y62_12510	CP097651.1	2573189	2573884	-	696	13
gene-M8Y62_12515	CP097651.1	2573884	2575428	-	1545	42
gene-M8Y62_12525	CP097651.1	2579282	2580664	-	1383	62
gene-M8Y62_12530	CP097651.1	2580839	2581414	-	576	427
gene-M8Y62_12535	CP097651.1	2581538	2583037	+	1500	357
gene-M8Y62_12540	CP097651.1	2583032	2583922	-	891	113
gene-M8Y62_12545	CP097651.1	2584038	2585201	+	1164	67
gene-M8Y62_12550	CP097651.1	2585221	2585511	+	291	37
gene-M8Y62_12555	CP097651.1	2585578	2586504	+	927	16
gene-M8Y62_12565	CP097651.1	2587996	2588481	+	486	18
gene-M8Y62_12570	CP097651.1	2588491	2589507	+	1017	4
gene-M8Y62_12575	CP097651.1	2589517	2590290	+	774	11
gene-M8Y62_12580	CP097651.1	2590287	2591165	-	879	51
gene-M8Y62_12585	CP097651.1	2591391	2594438	+	3048	69
gene-M8Y62_12590	CP097651.1	2594450	2595334	+	885	11
gene-M8Y62_12595	CP097651.1	2595327	2595983	+	657	13
gene-M8Y62_12600	CP097651.1	2596036	2596362	-	327	10
gene-M8Y62_12605	CP097651.1	2596359	2596544	-	186	2
gene-M8Y62_12610	CP097651.1	2596723	2597541	-	819	72
gene-M8Y62_12615	CP097651.1	2597609	2598049	-	441	13
gene-M8Y62_12620	CP097651.1	2598314	2599468	+	1155	84
gene-M8Y62_12625	CP097651.1	2599475	2600566	-	1092	37
gene-M8Y62_12630	CP097651.1	2600576	2601562	-	987	12
gene-M8Y62_12635	CP097651.1	2601562	2603178	-	1617	19
gene-M8Y62_12640	CP097651.1	2603175	2604023	-	849	11
gene-M8Y62_12645	CP097651.1	2604020	2604964	-	945	13
gene-M8Y62_12650	CP097651.1	2604975	2606597	-	1623	66
gene-M8Y62_12655	CP097651.1	2606767	2607777	-	1011	3187
gene-M8Y62_12660	CP097651.1	2608030	2608629	+	600	30
gene-M8Y62_12675	CP097651.1	2609461	2609778	+	318	34
gene-M8Y62_12680	CP097651.1	2609815	2611530	-	1716	186
gene-M8Y62_12685	CP097651.1	2611928	2612635	-	708	34
gene-M8Y62_12690	CP097651.1	2612819	2614516	-	1698	760
gene-M8Y62_12695	CP097651.1	2614573	2614701	+	129	20
gene-M8Y62_12700	CP097651.1	2614698	2614838	-	141	1290
gene-M8Y62_12705	CP097651.1	2615016	2615867	-	852	13
gene-M8Y62_12710	CP097651.1	2615981	2616874	+	894	105
gene-M8Y62_12715	CP097651.1	2616942	2617187	-	246	135
gene-M8Y62_12720	CP097651.1	2617384	2618298	-	915	160
gene-M8Y62_12725	CP097651.1	2618954	2619139	+	186	52
gene-M8Y62_12730	CP097651.1	2619505	2619720	+	216	4
gene-M8Y62_12735	CP097651.1	2619744	2620250	+	507	16
gene-M8Y62_12740	CP097651.1	2620267	2620449	+	183	2
gene-M8Y62_12745	CP097651.1	2620489	2622114	+	1626	54
gene-M8Y62_12750	CP097651.1	2622111	2623106	-	996	22
gene-M8Y62_12755	CP097651.1	2623425	2623871	-	447	66
gene-M8Y62_12760	CP097651.1	2623880	2624383	-	504	1
gene-M8Y62_12765	CP097651.1	2624528	2624932	+	405	101
gene-M8Y62_12770	CP097651.1	2624948	2625094	+	147	30
gene-M8Y62_12775	CP097651.1	2625208	2625639	+	432	1223
gene-M8Y62_12780	CP097651.1	2625744	2626613	+	870	160
gene-M8Y62_12785	CP097651.1	2626615	2627301	-	687	78
gene-M8Y62_12790	CP097651.1	2627291	2627473	-	183	1
gene-M8Y62_12795	CP097651.1	2627523	2628446	+	924	15
gene-M8Y62_12800	CP097651.1	2628696	2629613	+	918	131
gene-M8Y62_12805	CP097651.1	2629929	2632229	+	2301	178
gene-M8Y62_12810	CP097651.1	2632379	2633260	+	882	53
gene-M8Y62_12825	CP097651.1	2635303	2636247	+	945	22
gene-M8Y62_12830	CP097651.1	2636434	2637717	+	1284	10
gene-M8Y62_12840	CP097651.1	2638741	2639064	+	324	1
gene-M8Y62_12845	CP097651.1	2639074	2639388	+	315	8
gene-M8Y62_12850	CP097651.1	2639429	2640835	-	1407	24
gene-M8Y62_12855	CP097651.1	2641423	2642103	+	681	59
gene-M8Y62_12860	CP097651.1	2642201	2643262	+	1062	175
gene-M8Y62_12865	CP097651.1	2643297	2645474	-	2178	17140
gene-M8Y62_12870	CP097651.1	2645743	2646675	-	933	389
gene-M8Y62_12875	CP097651.1	2646775	2647209	+	435	9
gene-M8Y62_12880	CP097651.1	2647219	2647695	+	477	7
gene-M8Y62_12885	CP097651.1	2647894	2649804	+	1911	155
gene-M8Y62_12890	CP097651.1	2649917	2650654	+	738	47
gene-M8Y62_12895	CP097651.1	2650651	2652936	-	2286	40
gene-M8Y62_12900	CP097651.1	2652936	2654078	-	1143	38
gene-M8Y62_12905	CP097651.1	2654065	2654343	-	279	17
gene-M8Y62_12910	CP097651.1	2654346	2655101	-	756	40
gene-M8Y62_12915	CP097651.1	2655095	2656021	-	927	67
gene-M8Y62_12920	CP097651.1	2656076	2656147	-	72	38
gene-M8Y62_12925	CP097651.1	2656284	2657303	-	1020	380
gene-M8Y62_12930	CP097651.1	2657547	2658539	+	993	16
gene-M8Y62_12935	CP097651.1	2658626	2659366	+	741	27
gene-M8Y62_12940	CP097651.1	2659363	2660706	+	1344	58
gene-M8Y62_12945	CP097651.1	2660809	2661999	+	1191	51
gene-M8Y62_12950	CP097651.1	2662729	2663622	-	894	55
gene-M8Y62_12955	CP097651.1	2663816	2665297	-	1482	156
gene-M8Y62_12960	CP097651.1	2665307	2666692	-	1386	368
gene-M8Y62_12965	CP097651.1	2666999	2667934	-	936	174
gene-M8Y62_12970	CP097651.1	2667959	2668699	-	741	35
gene-M8Y62_12975	CP097651.1	2668696	2669424	-	729	72
gene-M8Y62_12980	CP097651.1	2669421	2670116	-	696	276
gene-M8Y62_12990	CP097651.1	2670534	2671646	+	1113	246
gene-M8Y62_12995	CP097651.1	2671678	2672850	-	1173	3687
gene-M8Y62_13000	CP097651.1	2672864	2673787	-	924	2945
gene-M8Y62_13005	CP097651.1	2673980	2675020	-	1041	126
gene-M8Y62_13010	CP097651.1	2675419	2676675	+	1257	260
gene-M8Y62_13015	CP097651.1	2676775	2678085	-	1311	51
gene-M8Y62_13020	CP097651.1	2678187	2679683	-	1497	41
gene-M8Y62_13025	CP097651.1	2679828	2680544	+	717	22
gene-M8Y62_13035	CP097651.1	2681300	2682232	+	933	29
gene-M8Y62_13040	CP097651.1	2682321	2683112	-	792	35
gene-M8Y62_13045	CP097651.1	2683222	2683989	+	768	232
gene-M8Y62_13050	CP097651.1	2684192	2684416	+	225	54
gene-M8Y62_13055	CP097651.1	2684579	2685274	-	696	48
gene-M8Y62_13060	CP097651.1	2685606	2686331	-	726	61
gene-M8Y62_13065	CP097651.1	2686424	2687224	+	801	84
gene-M8Y62_13070	CP097651.1	2687684	2688583	-	900	13
gene-M8Y62_13075	CP097651.1	2688786	2689142	-	357	39
gene-M8Y62_13085	CP097651.1	2689491	2690765	-	1275	109
gene-M8Y62_13090	CP097651.1	2690785	2692347	-	1563	39
gene-M8Y62_13095	CP097651.1	2692344	2693387	-	1044	7
gene-M8Y62_13100	CP097651.1	2693371	2693928	-	558	16
gene-M8Y62_13105	CP097651.1	2693925	2694071	-	147	0
gene-M8Y62_13110	CP097651.1	2694249	2695367	+	1119	214
gene-M8Y62_13120	CP097651.1	2695754	2696140	-	387	5
gene-M8Y62_13125	CP097651.1	2696137	2697534	-	1398	10
gene-M8Y62_13130	CP097651.1	2697531	2697716	-	186	0
gene-M8Y62_13135	CP097651.1	2697727	2699313	-	1587	19
gene-M8Y62_13140	CP097651.1	2699493	2700332	+	840	38
gene-M8Y62_13145	CP097651.1	2700547	2701332	+	786	68
gene-M8Y62_13150	CP097651.1	2701342	2702007	+	666	17
gene-M8Y62_13155	CP097651.1	2702007	2702663	+	657	14
gene-M8Y62_13160	CP097651.1	2702644	2703381	+	738	36
gene-M8Y62_13165	CP097651.1	2703397	2704638	+	1242	86
gene-M8Y62_13170	CP097651.1	2704635	2705894	+	1260	59
gene-M8Y62_13175	CP097651.1	2705927	2706904	-	978	28
gene-M8Y62_13180	CP097651.1	2707079	2707969	+	891	33
gene-M8Y62_13185	CP097651.1	2708034	2708567	+	534	5602
gene-M8Y62_13190	CP097651.1	2708799	2709899	-	1101	326
gene-M8Y62_13195	CP097651.1	2710007	2711614	-	1608	676
gene-M8Y62_13200	CP097651.1	2711890	2713122	+	1233	343
gene-M8Y62_13205	CP097651.1	2713163	2714077	-	915	856
gene-M8Y62_13210	CP097651.1	2714279	2715379	+	1101	2429
gene-M8Y62_13215	CP097651.1	2715355	2715933	-	579	221
gene-M8Y62_13220	CP097651.1	2716272	2716460	+	189	44
gene-M8Y62_13225	CP097651.1	2716531	2717109	+	579	137
gene-M8Y62_13230	CP097651.1	2717147	2718445	-	1299	66
gene-M8Y62_13240	CP097651.1	2718991	2720043	-	1053	227
gene-M8Y62_13245	CP097651.1	2720261	2720698	+	438	12
gene-M8Y62_13250	CP097651.1	2720710	2720976	+	267	3
gene-M8Y62_13255	CP097651.1	2721007	2722269	+	1263	66
gene-M8Y62_13260	CP097651.1	2722290	2722970	+	681	40
gene-M8Y62_13265	CP097651.1	2723087	2723557	+	471	15
gene-M8Y62_13270	CP097651.1	2723614	2723925	+	312	13
gene-M8Y62_13275	CP097651.1	2723968	2725074	+	1107	58
gene-M8Y62_13280	CP097651.1	2725260	2725880	+	621	131
gene-M8Y62_13285	CP097651.1	2725938	2727146	-	1209	61
gene-M8Y62_13290	CP097651.1	2727250	2728152	+	903	118
gene-M8Y62_13295	CP097651.1	2728194	2729081	-	888	128
gene-M8Y62_13300	CP097651.1	2729242	2730036	+	795	72
gene-M8Y62_13305	CP097651.1	2730141	2730569	-	429	58
gene-M8Y62_13310	CP097651.1	2730682	2731824	-	1143	59
gene-M8Y62_13315	CP097651.1	2731824	2732579	-	756	44
gene-M8Y62_13320	CP097651.1	2732594	2733673	-	1080	34
gene-M8Y62_13325	CP097651.1	2733677	2734678	-	1002	26
gene-M8Y62_13330	CP097651.1	2734697	2735443	-	747	43
gene-M8Y62_13335	CP097651.1	2735824	2736846	-	1023	116
gene-M8Y62_13340	CP097651.1	2737192	2738145	+	954	105
gene-M8Y62_13345	CP097651.1	2738147	2739019	-	873	27
gene-M8Y62_13350	CP097651.1	2739046	2739891	+	846	38
gene-M8Y62_13365	CP097651.1	2741306	2741755	+	450	10369
gene-M8Y62_13370	CP097651.1	2741889	2743280	-	1392	210
gene-M8Y62_13375	CP097651.1	2743686	2744906	+	1221	418
gene-M8Y62_13380	CP097651.1	2744918	2746912	+	1995	724
gene-M8Y62_13385	CP097651.1	2746902	2748152	+	1251	314
gene-M8Y62_13390	CP097651.1	2748280	2748798	+	519	47
gene-M8Y62_13400	CP097651.1	2750164	2750937	-	774	132
gene-M8Y62_13405	CP097651.1	2750999	2752504	-	1506	89
gene-M8Y62_13410	CP097651.1	2752558	2753307	-	750	75
gene-M8Y62_13415	CP097651.1	2753670	2754470	+	801	18
gene-M8Y62_13420	CP097651.1	2754580	2755269	+	690	3
gene-M8Y62_13425	CP097651.1	2755281	2756222	+	942	15
gene-M8Y62_13430	CP097651.1	2756259	2757593	+	1335	50
gene-M8Y62_13435	CP097651.1	2757595	2757984	+	390	14
gene-M8Y62_13440	CP097651.1	2758233	2759789	+	1557	34
gene-M8Y62_13445	CP097651.1	2759786	2761378	+	1593	31
gene-M8Y62_13450	CP097651.1	2761390	2762124	+	735	11
gene-M8Y62_13455	CP097651.1	2762136	2763326	+	1191	55
gene-M8Y62_13460	CP097651.1	2763462	2764799	+	1338	32
gene-M8Y62_13465	CP097651.1	2764813	2765691	+	879	9
gene-M8Y62_13470	CP097651.1	2765768	2767138	+	1371	25
gene-M8Y62_13475	CP097651.1	2767152	2768327	+	1176	37
gene-M8Y62_13480	CP097651.1	2768324	2769481	+	1158	87
gene-M8Y62_13485	CP097651.1	2769564	2770439	-	876	157
gene-M8Y62_13490	CP097651.1	2770551	2771435	-	885	168
gene-M8Y62_13495	CP097651.1	2771547	2772290	+	744	39
gene-M8Y62_13500	CP097651.1	2772296	2772994	-	699	18
gene-M8Y62_13505	CP097651.1	2773262	2774794	+	1533	85
gene-M8Y62_13510	CP097651.1	2774806	2776134	+	1329	137
gene-M8Y62_13515	CP097651.1	2776869	2778314	+	1446	1559
gene-M8Y62_13520	CP097651.1	2778304	2778747	+	444	482
gene-M8Y62_13525	CP097651.1	2779164	2779403	+	240	21
gene-M8Y62_13530	CP097651.1	2779428	2779568	+	141	12
gene-M8Y62_13535	CP097651.1	2779756	2780691	+	936	57
gene-M8Y62_13540	CP097651.1	2780725	2782380	-	1656	420
gene-M8Y62_13545	CP097651.1	2782677	2782925	+	249	21
gene-M8Y62_13550	CP097651.1	2783215	2783433	+	219	10
gene-M8Y62_13555	CP097651.1	2783414	2784196	+	783	210
gene-M8Y62_13560	CP097651.1	2784422	2784709	-	288	162
gene-M8Y62_13565	CP097651.1	2785154	2785717	+	564	7
gene-M8Y62_13570	CP097651.1	2785794	2786489	+	696	4
gene-M8Y62_13575	CP097651.1	2786505	2789006	+	2502	26
gene-M8Y62_13580	CP097651.1	2788994	2789998	+	1005	26
gene-M8Y62_13585	CP097651.1	2790140	2791432	+	1293	270
gene-M8Y62_13590	CP097651.1	2791449	2792771	-	1323	84
gene-M8Y62_13595	CP097651.1	2792771	2793037	-	267	23
gene-M8Y62_13600	CP097651.1	2793275	2793601	-	327	2
gene-M8Y62_13605	CP097651.1	2793598	2794098	-	501	3
gene-M8Y62_13610	CP097651.1	2794076	2795455	-	1380	48
gene-M8Y62_13615	CP097651.1	2795801	2796955	+	1155	9
gene-M8Y62_13620	CP097651.1	2796936	2797859	-	924	61
gene-M8Y62_13625	CP097651.1	2797985	2799022	+	1038	19
gene-M8Y62_13630	CP097651.1	2799034	2800008	+	975	7
gene-M8Y62_13635	CP097651.1	2799985	2801223	-	1239	9
gene-M8Y62_13640	CP097651.1	2801329	2802273	+	945	55
gene-M8Y62_13645	CP097651.1	2802283	2803038	-	756	9
gene-M8Y62_13650	CP097651.1	2803215	2803526	-	312	23
gene-M8Y62_13660	CP097651.1	2804094	2805122	+	1029	18
gene-M8Y62_13665	CP097651.1	2805146	2805952	+	807	8
gene-M8Y62_13670	CP097651.1	2805949	2806740	+	792	13
gene-M8Y62_13675	CP097651.1	2806737	2807396	+	660	73
gene-M8Y62_13680	CP097651.1	2807407	2808465	-	1059	192
gene-M8Y62_13685	CP097651.1	2808555	2809400	+	846	157
gene-M8Y62_13690	CP097651.1	2809397	2810554	-	1158	45
gene-M8Y62_13695	CP097651.1	2810762	2811184	+	423	63
gene-M8Y62_13700	CP097651.1	2811340	2812527	+	1188	57
gene-M8Y62_13705	CP097651.1	2812756	2813046	+	291	178
gene-M8Y62_13710	CP097651.1	2813255	2814016	+	762	123
gene-M8Y62_13715	CP097651.1	2814177	2814497	+	321	32
gene-M8Y62_13720	CP097651.1	2814488	2814868	+	381	69
gene-M8Y62_13725	CP097651.1	2814917	2815399	-	483	11
gene-M8Y62_13730	CP097651.1	2815418	2815612	-	195	0
gene-M8Y62_13735	CP097651.1	2815617	2816333	-	717	14
gene-M8Y62_13745	CP097651.1	2816903	2817349	-	447	286
gene-M8Y62_13750	CP097651.1	2817603	2819054	-	1452	450
gene-M8Y62_13755	CP097651.1	2819168	2819698	-	531	40
gene-M8Y62_13760	CP097651.1	2819776	2821200	-	1425	433
gene-M8Y62_13765	CP097651.1	2821315	2821683	-	369	14
gene-M8Y62_13770	CP097651.1	2821683	2822609	-	927	102
gene-M8Y62_13775	CP097651.1	2822690	2824078	-	1389	263
gene-M8Y62_13780	CP097651.1	2824180	2825058	+	879	90
gene-M8Y62_13785	CP097651.1	2825012	2825494	-	483	35
gene-M8Y62_13790	CP097651.1	2825639	2826583	+	945	80
gene-M8Y62_13795	CP097651.1	2826598	2827359	-	762	176
gene-M8Y62_13800	CP097651.1	2827361	2828347	-	987	90
gene-M8Y62_13805	CP097651.1	2828340	2829575	-	1236	58
gene-M8Y62_13810	CP097651.1	2829750	2830898	+	1149	92
gene-M8Y62_13815	CP097651.1	2830913	2831797	+	885	439
gene-M8Y62_13820	CP097651.1	2831883	2832833	+	951	63
gene-M8Y62_13825	CP097651.1	2832897	2834216	+	1320	38
gene-M8Y62_13830	CP097651.1	2834262	2835056	-	795	522
gene-M8Y62_13835	CP097651.1	2835258	2836457	+	1200	235
gene-M8Y62_13840	CP097651.1	2836526	2837194	-	669	234
gene-M8Y62_13845	CP097651.1	2837238	2837366	-	129	33
gene-M8Y62_13850	CP097651.1	2837456	2837890	+	435	134
gene-M8Y62_13855	CP097651.1	2837911	2838285	+	375	72
gene-M8Y62_13860	CP097651.1	2838326	2838544	+	219	148
gene-M8Y62_13865	CP097651.1	2838593	2839492	-	900	73
gene-M8Y62_13870	CP097651.1	2839688	2840884	+	1197	183
gene-M8Y62_13875	CP097651.1	2841014	2841496	+	483	50
gene-M8Y62_13880	CP097651.1	2841532	2842230	-	699	8
gene-M8Y62_13885	CP097651.1	2842240	2843037	-	798	6
gene-M8Y62_13890	CP097651.1	2843037	2844110	-	1074	7
gene-M8Y62_13895	CP097651.1	2844110	2845684	-	1575	4
gene-M8Y62_13900	CP097651.1	2845746	2847017	-	1272	15
gene-M8Y62_13905	CP097651.1	2847189	2848292	-	1104	39
gene-M8Y62_13910	CP097651.1	2848441	2848839	-	399	7
gene-M8Y62_13915	CP097651.1	2848907	2850004	+	1098	90
gene-M8Y62_13920	CP097651.1	2849973	2850188	+	216	360
gene-M8Y62_13925	CP097651.1	2850241	2850681	-	441	133
gene-M8Y62_13930	CP097651.1	2850936	2852000	-	1065	72
gene-M8Y62_13935	CP097651.1	2852197	2855304	+	3108	76
gene-M8Y62_13940	CP097651.1	2855359	2856624	+	1266	61
gene-M8Y62_13945	CP097651.1	2856655	2857743	-	1089	78
gene-M8Y62_13950	CP097651.1	2857830	2858090	-	261	60
gene-M8Y62_13955	CP097651.1	2858388	2859248	+	861	2128
gene-M8Y62_13960	CP097651.1	2859269	2860030	-	762	605
gene-M8Y62_13965	CP097651.1	2860292	2861194	+	903	122
gene-M8Y62_13970	CP097651.1	2861206	2862471	+	1266	27
gene-M8Y62_13975	CP097651.1	2862464	2863084	+	621	14
gene-M8Y62_13980	CP097651.1	2863089	2863871	+	783	35
gene-M8Y62_13985	CP097651.1	2863929	2865293	+	1365	123
gene-M8Y62_13990	CP097651.1	2865320	2866255	-	936	202
gene-M8Y62_13995	CP097651.1	2866566	2867177	+	612	1
gene-M8Y62_14000	CP097651.1	2867728	2868945	+	1218	1220
gene-M8Y62_14005	CP097651.1	2868966	2869478	-	513	155
gene-M8Y62_14010	CP097651.1	2869644	2870117	-	474	590
gene-M8Y62_14015	CP097651.1	2870563	2870664	-	102	597
gene-M8Y62_14020	CP097651.1	2870939	2871061	+	123	15
gene-M8Y62_14025	CP097651.1	2871129	2871764	+	636	5
gene-M8Y62_14030	CP097651.1	2871761	2871883	-	123	1
gene-M8Y62_14035	CP097651.1	2871938	2872066	-	129	1
gene-M8Y62_14040	CP097651.1	2872238	2872912	+	675	165
gene-M8Y62_14045	CP097651.1	2872963	2873733	-	771	87
gene-M8Y62_14050	CP097651.1	2873833	2874219	+	387	36
gene-M8Y62_14055	CP097651.1	2874297	2876342	-	2046	526
gene-M8Y62_14060	CP097651.1	2876473	2877222	+	750	781
gene-M8Y62_14065	CP097651.1	2877314	2878000	+	687	413
gene-M8Y62_14070	CP097651.1	2878051	2878482	-	432	2416
gene-M8Y62_14075	CP097651.1	2878748	2880211	-	1464	2126
gene-M8Y62_14080	CP097651.1	2880475	2881758	-	1284	217
gene-M8Y62_14085	CP097651.1	2881872	2882234	-	363	74
gene-M8Y62_14090	CP097651.1	2882353	2882694	+	342	4223
gene-M8Y62_14095	CP097651.1	2882773	2883333	+	561	384
gene-M8Y62_14100	CP097651.1	2883327	2884037	-	711	472
gene-M8Y62_14105	CP097651.1	2884139	2884408	+	270	2606
gene-M8Y62_14110	CP097651.1	2884559	2886994	+	2436	3971
gene-M8Y62_14115	CP097651.1	2887005	2887622	+	618	1116
gene-M8Y62_14120	CP097651.1	2887624	2888481	+	858	908
gene-M8Y62_14125	CP097651.1	2888523	2889131	+	609	996
gene-M8Y62_14130	CP097651.1	2889265	2890560	+	1296	600
gene-M8Y62_14135	CP097651.1	2890513	2891208	-	696	1522
gene-M8Y62_14140	CP097651.1	2891336	2892556	-	1221	254
gene-M8Y62_14145	CP097651.1	2892680	2893582	-	903	197
gene-M8Y62_14150	CP097651.1	2893713	2894963	+	1251	435
gene-M8Y62_14155	CP097651.1	2894994	2895086	-	93	18
gene-M8Y62_14160	CP097651.1	2895303	2896790	+	1488	690
gene-M8Y62_14165	CP097651.1	2896955	2897374	+	420	228
gene-M8Y62_14170	CP097651.1	2898313	2899125	+	813	1130
gene-M8Y62_14175	CP097651.1	2899139	2899255	+	117	263
gene-M8Y62_14180	CP097651.1	2899299	2899628	-	330	2262
gene-M8Y62_14185	CP097651.1	2899615	2899977	-	363	5503
gene-M8Y62_14190	CP097651.1	2900420	2901454	+	1035	268
gene-M8Y62_14195	CP097651.1	2901679	2903334	+	1656	117
gene-M8Y62_14200	CP097651.1	2903334	2904176	+	843	13
gene-M8Y62_14205	CP097651.1	2904194	2904493	+	300	6
gene-M8Y62_14210	CP097651.1	2904486	2905319	+	834	18
gene-M8Y62_14215	CP097651.1	2905319	2906119	+	801	32
gene-M8Y62_14220	CP097651.1	2906256	2907215	+	960	30
gene-M8Y62_14225	CP097651.1	2907219	2907836	+	618	40
gene-M8Y62_14230	CP097651.1	2907836	2908738	+	903	50
gene-M8Y62_14235	CP097651.1	2908728	2909654	-	927	247
gene-M8Y62_14240	CP097651.1	2909812	2911422	-	1611	720
gene-M8Y62_14245	CP097651.1	2911732	2912652	-	921	5605
gene-M8Y62_14250	CP097651.1	2912816	2913172	-	357	13
gene-M8Y62_14255	CP097651.1	2913328	2914944	+	1617	615
gene-M8Y62_14260	CP097651.1	2914941	2915660	+	720	294
gene-M8Y62_14265	CP097651.1	2915641	2916591	-	951	283
gene-M8Y62_14270	CP097651.1	2916659	2919436	-	2778	1841
gene-M8Y62_14275	CP097651.1	2920078	2921589	+	1512	1527
gene-M8Y62_14280	CP097651.1	2921644	2923296	+	1653	3338
gene-M8Y62_14285	CP097651.1	2923460	2925076	+	1617	83
gene-M8Y62_14290	CP097651.1	2925666	2926055	-	390	56
gene-M8Y62_14295	CP097651.1	2926048	2926812	-	765	116
gene-M8Y62_14300	CP097651.1	2926802	2928154	-	1353	132
gene-M8Y62_14305	CP097651.1	2928164	2929366	-	1203	171
gene-M8Y62_14310	CP097651.1	2929377	2930033	-	657	40
gene-M8Y62_14315	CP097651.1	2930044	2930730	-	687	63
gene-M8Y62_14320	CP097651.1	2930900	2931706	+	807	109
gene-M8Y62_14325	CP097651.1	2931703	2932266	-	564	314
gene-M8Y62_14330	CP097651.1	2932368	2933276	-	909	116
gene-M8Y62_14335	CP097651.1	2933443	2934753	+	1311	57
gene-M8Y62_14340	CP097651.1	2934753	2936198	+	1446	88
gene-M8Y62_14345	CP097651.1	2936318	2937844	+	1527	122
gene-M8Y62_14350	CP097651.1	2937877	2938035	-	159	10
gene-M8Y62_14355	CP097651.1	2938328	2938843	+	516	109
gene-M8Y62_14360	CP097651.1	2939038	2939790	+	753	2818
gene-M8Y62_14365	CP097651.1	2939929	2940876	+	948	11646
gene-M8Y62_14370	CP097651.1	2940986	2941174	-	189	555
gene-M8Y62_14375	CP097651.1	2941323	2942711	-	1389	4120
gene-M8Y62_14380	CP097651.1	2942722	2944251	-	1530	3548
gene-M8Y62_14385	CP097651.1	2944594	2944776	+	183	25
gene-M8Y62_14390	CP097651.1	2944773	2945723	+	951	1144
