# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308233_pairs.txt" "results/alignment/SRR35308233.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam
gene-M8Y62_15155	CP097651.1	3114099	3114590	-	492	3
gene-M8Y62_15165	CP097651.1	3116443	3116622	+	180	35
gene-M8Y62_15170	CP097651.1	3116873	3118489	-	1617	1574
gene-M8Y62_15175	CP097651.1	3118486	3118602	-	117	7
gene-M8Y62_15180	CP097651.1	3118675	3119382	+	708	198
gene-M8Y62_15185	CP097651.1	3119379	3120344	-	966	334
gene-M8Y62_15190	CP097651.1	3120447	3120953	+	507	1610
gene-M8Y62_15195	CP097651.1	3121024	3122076	-	1053	191
gene-M8Y62_15200	CP097651.1	3122178	3123719	-	1542	279
gene-M8Y62_15205	CP097651.1	3123892	3125205	-	1314	74
gene-M8Y62_15210	CP097651.1	3125364	3126218	+	855	74
gene-M8Y62_15215	CP097651.1	3126308	3127369	-	1062	212
gene-M8Y62_15220	CP097651.1	3127366	3128763	-	1398	690
gene-M8Y62_15225	CP097651.1	3128866	3129084	-	219	238
gene-M8Y62_15230	CP097651.1	3129113	3129472	-	360	431
gene-M8Y62_15235	CP097651.1	3129472	3129696	-	225	369
gene-M8Y62_15240	CP097651.1	3129752	3130420	-	669	3259
gene-M8Y62_15245	CP097651.1	3130573	3131562	+	990	61
gene-M8Y62_15250	CP097651.1	3131553	3132944	-	1392	54
gene-M8Y62_15255	CP097651.1	3132970	3134139	-	1170	36
gene-M8Y62_15260	CP097651.1	3134311	3136632	+	2322	255
gene-M8Y62_15265	CP097651.1	3136599	3137441	-	843	176
gene-M8Y62_15270	CP097651.1	3137549	3138457	+	909	56
gene-M8Y62_15275	CP097651.1	3138791	3140434	+	1644	854
gene-M8Y62_15280	CP097651.1	3140431	3141396	+	966	413
gene-M8Y62_15285	CP097651.1	3141383	3142273	+	891	421
gene-M8Y62_15290	CP097651.1	3142273	3143265	+	993	516
gene-M8Y62_15295	CP097651.1	3143267	3144076	+	810	248
gene-M8Y62_15300	CP097651.1	3144121	3145500	-	1380	133
gene-M8Y62_15305	CP097651.1	3145748	3146290	+	543	78
gene-M8Y62_15310	CP097651.1	3146489	3147277	+	789	534
gene-M8Y62_15315	CP097651.1	3147468	3148625	+	1158	42
gene-M8Y62_15320	CP097651.1	3148707	3150641	+	1935	607
gene-M8Y62_15325	CP097651.1	3150800	3150979	+	180	90
gene-M8Y62_15330	CP097651.1	3151051	3151800	+	750	156
gene-M8Y62_15335	CP097651.1	3152076	3152294	+	219	5010
gene-M8Y62_15340	CP097651.1	3152426	3152752	-	327	92
gene-M8Y62_15345	CP097651.1	3152752	3153489	-	738	91
gene-M8Y62_15350	CP097651.1	3153681	3154850	-	1170	1019
gene-M8Y62_15355	CP097651.1	3154857	3155165	-	309	284
gene-M8Y62_15360	CP097651.1	3155301	3156068	-	768	399
gene-M8Y62_15365	CP097651.1	3156232	3156834	+	603	535
gene-M8Y62_15370	CP097651.1	3156881	3159553	-	2673	4850
gene-M8Y62_15375	CP097651.1	3159942	3160109	-	168	3105
gene-M8Y62_15380	CP097651.1	3160355	3161329	-	975	2101
gene-M8Y62_15385	CP097651.1	3161675	3164272	-	2598	1999
gene-M8Y62_15390	CP097651.1	3164679	3164930	+	252	1016
gene-M8Y62_15395	CP097651.1	3164978	3166024	-	1047	520
gene-M8Y62_15400	CP097651.1	3166069	3166284	-	216	25
gene-M8Y62_15405	CP097651.1	3166279	3167040	+	762	189
gene-M8Y62_15410	CP097651.1	3167037	3167627	+	591	154
gene-M8Y62_15415	CP097651.1	3167688	3168590	-	903	776
gene-M8Y62_15420	CP097651.1	3168872	3169768	-	897	98
gene-M8Y62_15425	CP097651.1	3169880	3170788	+	909	112
gene-M8Y62_15430	CP097651.1	3170810	3171430	-	621	2031
gene-M8Y62_15435	CP097651.1	3171447	3172310	-	864	1499
gene-M8Y62_15440	CP097651.1	3172599	3174161	+	1563	371
gene-M8Y62_15445	CP097651.1	3174161	3175756	+	1596	319
gene-M8Y62_15450	CP097651.1	3175760	3177118	+	1359	1055
gene-M8Y62_15455	CP097651.1	3177128	3178321	+	1194	1241
gene-M8Y62_15460	CP097651.1	3178321	3179130	+	810	711
gene-M8Y62_15465	CP097651.1	3179347	3180606	-	1260	68
gene-M8Y62_15470	CP097651.1	3180609	3181697	-	1089	76
gene-M8Y62_15475	CP097651.1	3181712	3183022	-	1311	17
gene-M8Y62_15480	CP097651.1	3183151	3184059	+	909	146
gene-M8Y62_15485	CP097651.1	3184102	3184560	-	459	72
gene-M8Y62_15490	CP097651.1	3184635	3185582	+	948	69
gene-M8Y62_15495	CP097651.1	3185618	3185890	-	273	16
gene-M8Y62_15500	CP097651.1	3186009	3186716	+	708	78
gene-M8Y62_15505	CP097651.1	3187026	3189311	+	2286	570
gene-M8Y62_15510	CP097651.1	3189360	3190037	+	678	818
gene-M8Y62_15515	CP097651.1	3190122	3190760	-	639	12127
gene-M8Y62_15520	CP097651.1	3191030	3191443	+	414	102
gene-M8Y62_15525	CP097651.1	3191469	3192212	+	744	341
gene-M8Y62_15530	CP097651.1	3192267	3192806	+	540	711
gene-M8Y62_15535	CP097651.1	3193078	3195261	+	2184	159
gene-M8Y62_15540	CP097651.1	3195361	3195759	+	399	59
gene-M8Y62_15545	CP097651.1	3195789	3196325	-	537	193
gene-M8Y62_15550	CP097651.1	3196514	3197182	+	669	116
gene-M8Y62_15555	CP097651.1	3197332	3198093	+	762	57
gene-M8Y62_15560	CP097651.1	3198185	3198775	+	591	283
gene-M8Y62_15565	CP097651.1	3198911	3200302	+	1392	175
gene-M8Y62_15570	CP097651.1	3200361	3200600	-	240	55
gene-M8Y62_15575	CP097651.1	3200806	3203064	+	2259	2481
gene-M8Y62_15580	CP097651.1	3203122	3203880	-	759	71
gene-M8Y62_15585	CP097651.1	3203893	3205239	-	1347	183
gene-M8Y62_15590	CP097651.1	3205350	3206174	-	825	115
gene-M8Y62_15595	CP097651.1	3206202	3206549	-	348	33
gene-M8Y62_15600	CP097651.1	3206603	3207961	-	1359	75
gene-M8Y62_15605	CP097651.1	3207973	3208089	-	117	10
gene-M8Y62_15610	CP097651.1	3208109	3208429	-	321	148
gene-M8Y62_15615	CP097651.1	3208708	3209046	-	339	10959
gene-M8Y62_15620	CP097651.1	3209329	3210156	+	828	512
gene-M8Y62_15625	CP097651.1	3210257	3211120	+	864	752
gene-M8Y62_15630	CP097651.1	3211208	3211693	-	486	4006
gene-M8Y62_15635	CP097651.1	3212037	3213002	-	966	259
gene-M8Y62_15640	CP097651.1	3213012	3214337	-	1326	88
gene-M8Y62_15645	CP097651.1	3214334	3215812	-	1479	127
gene-M8Y62_15650	CP097651.1	3215809	3216843	-	1035	121
gene-M8Y62_15655	CP097651.1	3216840	3218060	-	1221	80
gene-M8Y62_15660	CP097651.1	3218499	3219305	+	807	536
gene-M8Y62_15665	CP097651.1	3219519	3220175	+	657	49
gene-M8Y62_15670	CP097651.1	3220162	3220872	+	711	25
gene-M8Y62_15675	CP097651.1	3220869	3221429	+	561	50
gene-M8Y62_15680	CP097651.1	3221432	3222610	+	1179	145
gene-M8Y62_15685	CP097651.1	3222583	3224118	+	1536	164
gene-M8Y62_15695	CP097651.1	3224844	3226151	+	1308	454
gene-M8Y62_15700	CP097651.1	3226203	3226826	-	624	261
gene-M8Y62_15705	CP097651.1	3226913	3227323	+	411	67
gene-M8Y62_15710	CP097651.1	3227506	3228849	+	1344	655
gene-M8Y62_15715	CP097651.1	3228893	3229873	-	981	878
gene-M8Y62_15720	CP097651.1	3230053	3231999	-	1947	2020
gene-M8Y62_15725	CP097651.1	3232004	3233047	-	1044	1723
gene-M8Y62_15730	CP097651.1	3233273	3234019	+	747	11848
gene-M8Y62_15735	CP097651.1	3234755	3235306	-	552	765
gene-M8Y62_15740	CP097651.1	3235472	3237325	+	1854	803
gene-M8Y62_15745	CP097651.1	3237464	3238483	+	1020	233
gene-M8Y62_15750	CP097651.1	3238493	3239134	+	642	83
gene-M8Y62_15755	CP097651.1	3239305	3240558	+	1254	450
gene-M8Y62_15760	CP097651.1	3240719	3241063	+	345	487
gene-M8Y62_15765	CP097651.1	3241158	3241436	-	279	398
gene-M8Y62_15770	CP097651.1	3241480	3241893	-	414	816
gene-M8Y62_15775	CP097651.1	3242232	3243227	+	996	11065
gene-M8Y62_15780	CP097651.1	3243302	3244186	+	885	153
gene-M8Y62_15785	CP097651.1	3244243	3245097	-	855	336
gene-M8Y62_15790	CP097651.1	3245189	3245935	-	747	986
gene-M8Y62_15795	CP097651.1	3246352	3248286	+	1935	3624
gene-M8Y62_15800	CP097651.1	3248372	3249655	+	1284	4377
gene-M8Y62_15805	CP097651.1	3249701	3250264	-	564	243
gene-M8Y62_15810	CP097651.1	3250423	3250905	+	483	92
gene-M8Y62_15815	CP097651.1	3251027	3251338	-	312	27
gene-M8Y62_15820	CP097651.1	3251406	3251525	+	120	8
gene-M8Y62_15825	CP097651.1	3251596	3252477	-	882	85
gene-M8Y62_15830	CP097651.1	3252653	3253867	+	1215	19
gene-M8Y62_15835	CP097651.1	3253864	3254613	-	750	39
gene-M8Y62_15840	CP097651.1	3254780	3255685	+	906	175
gene-M8Y62_15845	CP097651.1	3255692	3256957	-	1266	121
gene-M8Y62_15850	CP097651.1	3256960	3257379	-	420	110
gene-M8Y62_15860	CP097651.1	3259942	3261303	+	1362	258
gene-M8Y62_15865	CP097651.1	3261647	3263410	-	1764	425
gene-M8Y62_15870	CP097651.1	3263723	3264163	-	441	6
gene-M8Y62_15875	CP097651.1	3264177	3264722	-	546	14
gene-M8Y62_15880	CP097651.1	3264634	3265617	-	984	21
gene-M8Y62_15885	CP097651.1	3265669	3266223	-	555	2
gene-M8Y62_15890	CP097651.1	3266226	3266441	-	216	1
gene-M8Y62_15895	CP097651.1	3266543	3266932	+	390	213
gene-M8Y62_15900	CP097651.1	3267775	3267969	+	195	16
gene-M8Y62_15905	CP097651.1	3268024	3268356	+	333	42
gene-M8Y62_15910	CP097651.1	3268498	3270636	+	2139	57
gene-M8Y62_15915	CP097651.1	3270689	3270934	+	246	2
gene-M8Y62_15920	CP097651.1	3270915	3272042	+	1128	22
gene-M8Y62_15925	CP097651.1	3272160	3273410	-	1251	9357
gene-M8Y62_15930	CP097651.1	3273651	3274301	+	651	308
gene-M8Y62_15935	CP097651.1	3274318	3274776	+	459	209
gene-M8Y62_15940	CP097651.1	3274833	3275939	+	1107	926
gene-M8Y62_15945	CP097651.1	3275994	3276635	+	642	196
gene-M8Y62_15950	CP097651.1	3276639	3278009	+	1371	778
gene-M8Y62_15955	CP097651.1	3278064	3278426	-	363	79
gene-M8Y62_15960	CP097651.1	3278510	3279316	-	807	99
gene-M8Y62_15965	CP097651.1	3279599	3280270	+	672	650
gene-M8Y62_15970	CP097651.1	3280270	3281736	+	1467	284
gene-M8Y62_15975	CP097651.1	3281822	3282943	+	1122	777
gene-M8Y62_15980	CP097651.1	3283081	3283572	-	492	163
gene-M8Y62_15990	CP097651.1	3285302	3286534	-	1233	890
gene-M8Y62_15995	CP097651.1	3286793	3287929	+	1137	226
gene-M8Y62_16000	CP097651.1	3287913	3288770	+	858	47
gene-M8Y62_16005	CP097651.1	3288767	3289552	+	786	52
gene-M8Y62_16010	CP097651.1	3289549	3290595	+	1047	388
gene-M8Y62_16015	CP097651.1	3290642	3292366	-	1725	160
gene-M8Y62_16020	CP097651.1	3292363	3293991	-	1629	208
gene-M8Y62_16025	CP097651.1	3294229	3296235	-	2007	571
gene-M8Y62_16030	CP097651.1	3296255	3297205	-	951	83
gene-M8Y62_16035	CP097651.1	3297236	3297694	-	459	46
gene-M8Y62_16040	CP097651.1	3297723	3298097	-	375	24
gene-M8Y62_16045	CP097651.1	3298099	3299118	-	1020	47
gene-M8Y62_16050	CP097651.1	3299211	3300929	-	1719	239
gene-M8Y62_16055	CP097651.1	3300965	3301972	-	1008	106
gene-M8Y62_16060	CP097651.1	3302215	3303009	+	795	109
gene-M8Y62_16065	CP097651.1	3303045	3304007	+	963	724
gene-M8Y62_16070	CP097651.1	3304032	3304376	-	345	67
gene-M8Y62_16075	CP097651.1	3304467	3305297	-	831	578
gene-M8Y62_16080	CP097651.1	3305312	3306223	-	912	608
gene-M8Y62_16085	CP097651.1	3306272	3307516	-	1245	529
gene-M8Y62_16090	CP097651.1	3307516	3308217	-	702	132
gene-M8Y62_16095	CP097651.1	3308210	3309409	-	1200	400
gene-M8Y62_16100	CP097651.1	3309543	3309674	-	132	0
gene-M8Y62_16105	CP097651.1	3309714	3313160	+	3447	879
gene-M8Y62_16110	CP097651.1	3313318	3314283	+	966	719
gene-M8Y62_16115	CP097651.1	3314412	3314669	-	258	4585
gene-M8Y62_16120	CP097651.1	3314767	3314922	+	156	4
gene-M8Y62_16125	CP097651.1	3314919	3315554	+	636	311
gene-M8Y62_16130	CP097651.1	3315607	3315729	-	123	1
gene-M8Y62_16135	CP097651.1	3315798	3317987	+	2190	282
gene-M8Y62_16140	CP097651.1	3318045	3318584	-	540	2175
gene-M8Y62_16145	CP097651.1	3318779	3320083	-	1305	224
gene-M8Y62_16150	CP097651.1	3320329	3320871	-	543	4616
gene-M8Y62_16155	CP097651.1	3320907	3321917	-	1011	1282
gene-M8Y62_16165	CP097651.1	3322749	3323387	-	639	285
gene-M8Y62_16170	CP097651.1	3323409	3323783	-	375	172
gene-M8Y62_16175	CP097651.1	3323788	3324144	-	357	487
gene-M8Y62_16180	CP097651.1	3324406	3325839	-	1434	1204
gene-M8Y62_16185	CP097651.1	3326136	3326930	-	795	271
gene-M8Y62_16190	CP097651.1	3326941	3327945	-	1005	228
gene-M8Y62_16195	CP097651.1	3327942	3328583	-	642	356
gene-M8Y62_16200	CP097651.1	3328573	3329595	-	1023	382
gene-M8Y62_16205	CP097651.1	3329597	3330406	-	810	142
gene-M8Y62_16210	CP097651.1	3330532	3331773	-	1242	3131
gene-M8Y62_16215	CP097651.1	3331863	3332099	-	237	4303
gene-M8Y62_16220	CP097651.1	3332310	3333044	-	735	2631
gene-M8Y62_16225	CP097651.1	3333057	3333986	-	930	1492
gene-M8Y62_16230	CP097651.1	3334002	3334955	-	954	889
gene-M8Y62_16235	CP097651.1	3335009	3336106	-	1098	1193
gene-M8Y62_16240	CP097651.1	3336310	3336483	-	174	1948
gene-M8Y62_16245	CP097651.1	3336500	3337021	-	522	5654
gene-M8Y62_16250	CP097651.1	3337163	3337747	+	585	400
gene-M8Y62_16255	CP097651.1	3337785	3338738	-	954	135
gene-M8Y62_16260	CP097651.1	3339438	3342671	+	3234	29443
gene-M8Y62_16265	CP097651.1	3342710	3343738	-	1029	120
gene-M8Y62_16270	CP097651.1	3343755	3344969	+	1215	66
gene-M8Y62_16275	CP097651.1	3345023	3346558	-	1536	375
gene-M8Y62_16280	CP097651.1	3346670	3347581	-	912	1936
gene-M8Y62_16285	CP097651.1	3347597	3348250	-	654	1373
gene-M8Y62_16290	CP097651.1	3348260	3348844	-	585	2546
gene-M8Y62_16295	CP097651.1	3349074	3350282	+	1209	102
gene-M8Y62_16300	CP097651.1	3350396	3350956	+	561	2985
gene-M8Y62_16305	CP097651.1	3351082	3352128	+	1047	495
gene-M8Y62_16310	CP097651.1	3352201	3352452	+	252	496
gene-M8Y62_16315	CP097651.1	3352755	3353009	+	255	7587
gene-M8Y62_16320	CP097651.1	3353135	3354253	+	1119	280
gene-M8Y62_16325	CP097651.1	3354325	3354438	+	114	4
gene-M8Y62_16330	CP097651.1	3354424	3355488	-	1065	96
gene-M8Y62_16335	CP097651.1	3355694	3356614	+	921	1163
gene-M8Y62_16340	CP097651.1	3356786	3358012	+	1227	190
gene-M8Y62_16345	CP097651.1	3358104	3358490	+	387	41
gene-M8Y62_16350	CP097651.1	3358491	3358718	-	228	85
gene-M8Y62_16355	CP097651.1	3358785	3361313	-	2529	3093
gene-M8Y62_16360	CP097651.1	3361306	3362859	-	1554	1718
gene-M8Y62_16365	CP097651.1	3363111	3364271	+	1161	437
gene-M8Y62_16370	CP097651.1	3364306	3364899	-	594	294
gene-M8Y62_16375	CP097651.1	3364966	3365493	-	528	134
gene-M8Y62_16380	CP097651.1	3365643	3366125	-	483	66
gene-M8Y62_16385	CP097651.1	3366229	3366783	-	555	266
gene-M8Y62_16390	CP097651.1	3366806	3367543	-	738	372
gene-M8Y62_16395	CP097651.1	3367632	3368570	-	939	178
gene-M8Y62_16400	CP097651.1	3368839	3368926	+	88	10
gene-M8Y62_16405	CP097651.1	3369276	3370181	-	906	165
gene-M8Y62_16410	CP097651.1	3370296	3371156	+	861	47
gene-M8Y62_16415	CP097651.1	3371175	3371852	+	678	39
gene-M8Y62_16420	CP097651.1	3371998	3372085	+	88	22
gene-M8Y62_16425	CP097651.1	3372860	3373504	-	645	34
gene-M8Y62_16430	CP097651.1	3373742	3374530	-	789	646
gene-M8Y62_16435	CP097651.1	3375035	3376318	-	1284	67
gene-M8Y62_16440	CP097651.1	3376323	3377450	-	1128	29
gene-M8Y62_16445	CP097651.1	3377502	3378317	-	816	15
gene-M8Y62_16450	CP097651.1	3378588	3379772	+	1185	15
gene-M8Y62_16455	CP097651.1	3379804	3380238	-	435	49
gene-M8Y62_16460	CP097651.1	3380373	3381881	-	1509	380
gene-M8Y62_16465	CP097651.1	3382303	3386265	+	3963	378
gene-M8Y62_16470	CP097651.1	3386451	3386846	+	396	97
gene-M8Y62_16475	CP097651.1	3386843	3387481	-	639	1175
gene-M8Y62_16480	CP097651.1	3387766	3388857	+	1092	30
gene-M8Y62_16485	CP097651.1	3388857	3389567	+	711	12
gene-M8Y62_16490	CP097651.1	3389560	3389952	+	393	4
gene-M8Y62_16495	CP097651.1	3389949	3390752	+	804	11
gene-M8Y62_16500	CP097651.1	3390749	3391339	+	591	27
gene-M8Y62_16505	CP097651.1	3391350	3391844	+	495	16
gene-M8Y62_16510	CP097651.1	3391866	3393188	+	1323	51
gene-M8Y62_16515	CP097651.1	3393401	3394339	-	939	111
gene-M8Y62_16520	CP097651.1	3394502	3394675	-	174	213
gene-M8Y62_16525	CP097651.1	3394763	3394894	+	132	16
gene-M8Y62_16530	CP097651.1	3395111	3395707	+	597	6206
gene-M8Y62_16535	CP097651.1	3395728	3395955	+	228	2128
gene-M8Y62_16540	CP097651.1	3396024	3397271	-	1248	5461
gene-M8Y62_16545	CP097651.1	3397424	3397873	+	450	149
gene-M8Y62_16550	CP097651.1	3397989	3398777	+	789	112
gene-M8Y62_16555	CP097651.1	3398798	3399019	-	222	294
gene-M8Y62_16560	CP097651.1	3399276	3399398	+	123	503
gene-M8Y62_16565	CP097651.1	3399517	3400908	-	1392	168
gene-M8Y62_16570	CP097651.1	3401262	3402683	-	1422	838
gene-M8Y62_16575	CP097651.1	3402909	3403661	+	753	350
gene-M8Y62_16580	CP097651.1	3403687	3404244	+	558	212
gene-M8Y62_16585	CP097651.1	3404565	3406052	+	1488	69
gene-M8Y62_16590	CP097651.1	3406055	3407335	+	1281	61
gene-M8Y62_16595	CP097651.1	3407332	3408294	-	963	91
gene-M8Y62_16600	CP097651.1	3408377	3409462	+	1086	396
gene-M8Y62_16605	CP097651.1	3409918	3411525	+	1608	107
gene-M8Y62_16610	CP097651.1	3411562	3412686	+	1125	81
gene-M8Y62_16615	CP097651.1	3412705	3414153	+	1449	51
gene-M8Y62_16620	CP097651.1	3414211	3415176	+	966	15
gene-M8Y62_16625	CP097651.1	3415214	3417715	-	2502	125
gene-M8Y62_16630	CP097651.1	3418025	3419101	+	1077	35
gene-M8Y62_16635	CP097651.1	3419122	3419442	+	321	27
gene-M8Y62_16640	CP097651.1	3419492	3421789	+	2298	62
gene-M8Y62_16645	CP097651.1	3421755	3422630	+	876	27
gene-M8Y62_16650	CP097651.1	3422646	3422987	+	342	21
gene-M8Y62_16660	CP097651.1	3424030	3424863	+	834	113
gene-M8Y62_16665	CP097651.1	3424860	3425780	-	921	80
gene-M8Y62_16670	CP097651.1	3426024	3427052	-	1029	20
gene-M8Y62_16675	CP097651.1	3427054	3428628	-	1575	10
gene-M8Y62_16680	CP097651.1	3428650	3429666	-	1017	16
gene-M8Y62_16690	CP097651.1	3430792	3431601	+	810	46
gene-M8Y62_16695	CP097651.1	3431645	3431986	-	342	22
gene-M8Y62_16700	CP097651.1	3432051	3434477	-	2427	159
gene-M8Y62_16705	CP097651.1	3434781	3434868	-	88	44
gene-M8Y62_16710	CP097651.1	3434988	3436640	-	1653	1030
gene-M8Y62_16715	CP097651.1	3436910	3437569	+	660	2654
gene-M8Y62_16720	CP097651.1	3437658	3437987	+	330	133
gene-M8Y62_16725	CP097651.1	3437984	3438265	-	282	70
gene-M8Y62_16730	CP097651.1	3438314	3439102	-	789	99
gene-M8Y62_16735	CP097651.1	3439120	3439674	-	555	60
gene-M8Y62_16740	CP097651.1	3439865	3441067	+	1203	223
gene-M8Y62_16745	CP097651.1	3441127	3441444	+	318	1065
gene-M8Y62_16750	CP097651.1	3441475	3441888	-	414	416
gene-M8Y62_16755	CP097651.1	3442043	3442501	+	459	271
gene-M8Y62_16760	CP097651.1	3442513	3444567	-	2055	515
gene-M8Y62_16765	CP097651.1	3444692	3445138	+	447	154
gene-M8Y62_16770	CP097651.1	3445156	3447291	+	2136	336
gene-M8Y62_16775	CP097651.1	3447305	3447901	-	597	61
gene-M8Y62_16780	CP097651.1	3447992	3448207	+	216	14
gene-M8Y62_16785	CP097651.1	3448250	3448759	+	510	1315
gene-M8Y62_16790	CP097651.1	3449112	3450182	+	1071	25653
gene-M8Y62_16795	CP097651.1	3450314	3450766	-	453	527
gene-M8Y62_16800	CP097651.1	3450952	3452709	+	1758	661
gene-M8Y62_16805	CP097651.1	3452779	3453297	+	519	627
gene-M8Y62_16810	CP097651.1	3453366	3453533	-	168	1141
gene-M8Y62_16815	CP097651.1	3453787	3454350	-	564	335
gene-M8Y62_16820	CP097651.1	3454350	3455987	-	1638	786
gene-M8Y62_16825	CP097651.1	3455977	3457245	-	1269	509
gene-M8Y62_16830	CP097651.1	3457260	3459167	-	1908	787
gene-M8Y62_16835	CP097651.1	3459180	3461285	-	2106	604
gene-M8Y62_16840	CP097651.1	3461385	3462494	+	1110	351
gene-M8Y62_16845	CP097651.1	3462491	3463033	-	543	506
gene-M8Y62_16850	CP097651.1	3463203	3464213	-	1011	553
gene-M8Y62_16855	CP097651.1	3464463	3465038	+	576	11
gene-M8Y62_16865	CP097651.1	3465990	3467135	+	1146	20
gene-M8Y62_16870	CP097651.1	3467146	3467937	+	792	25
gene-M8Y62_16875	CP097651.1	3467934	3468707	+	774	62
gene-M8Y62_16880	CP097651.1	3468912	3471527	-	2616	2218
gene-M8Y62_16885	CP097651.1	3471854	3473056	+	1203	448
gene-M8Y62_16890	CP097651.1	3473099	3474265	-	1167	49
gene-M8Y62_16895	CP097651.1	3474284	3475522	-	1239	27
gene-M8Y62_16900	CP097651.1	3475547	3476836	-	1290	46
gene-M8Y62_16905	CP097651.1	3476959	3478110	-	1152	18
gene-M8Y62_16910	CP097651.1	3478482	3478943	+	462	97
gene-M8Y62_16915	CP097651.1	3479119	3480519	+	1401	3030
gene-M8Y62_16920	CP097651.1	3481114	3482190	+	1077	164
gene-M8Y62_16925	CP097651.1	3482378	3483568	+	1191	1303
gene-M8Y62_16930	CP097651.1	3483637	3484284	-	648	4462
gene-M8Y62_16935	CP097651.1	3484298	3484849	-	552	2598
gene-M8Y62_16940	CP097651.1	3485152	3486942	-	1791	1050
gene-M8Y62_16945	CP097651.1	3487143	3491591	-	4449	5411
gene-M8Y62_16950	CP097651.1	3491591	3492295	-	705	823
gene-M8Y62_16955	CP097651.1	3492276	3493598	-	1323	802
gene-M8Y62_16960	CP097651.1	3493595	3494395	-	801	560
gene-M8Y62_16965	CP097651.1	3494517	3495296	+	780	478
gene-M8Y62_16970	CP097651.1	3495273	3496166	-	894	1489
gene-M8Y62_16975	CP097651.1	3496303	3497049	-	747	596
gene-M8Y62_16980	CP097651.1	3497046	3497228	-	183	117
gene-M8Y62_16985	CP097651.1	3497292	3498521	-	1230	467
gene-M8Y62_16990	CP097651.1	3498576	3499556	-	981	225
gene-M8Y62_16995	CP097651.1	3499553	3501301	-	1749	728
gene-M8Y62_17000	CP097651.1	3501338	3503602	-	2265	95
gene-M8Y62_17005	CP097651.1	3503808	3504095	-	288	1091
gene-M8Y62_17010	CP097651.1	3504247	3505920	-	1674	41632
gene-M8Y62_17015	CP097651.1	3506054	3506737	-	684	1580
gene-M8Y62_17020	CP097651.1	3506912	3508195	-	1284	309
gene-M8Y62_17025	CP097651.1	3508269	3509357	-	1089	609
gene-M8Y62_17030	CP097651.1	3509546	3510238	-	693	197
gene-M8Y62_17035	CP097651.1	3510354	3512114	+	1761	545
gene-M8Y62_17040	CP097651.1	3512500	3513357	+	858	10410
gene-M8Y62_17045	CP097651.1	3513409	3515691	+	2283	50432
gene-M8Y62_17050	CP097651.1	3515883	3516623	+	741	1233
gene-M8Y62_17055	CP097651.1	3516786	3517934	-	1149	175
gene-M8Y62_17060	CP097651.1	3518209	3519072	-	864	3095
gene-M8Y62_17065	CP097651.1	3519074	3519691	-	618	2296
gene-M8Y62_17070	CP097651.1	3519702	3522140	-	2439	5510
gene-M8Y62_17075	CP097651.1	3522341	3523633	-	1293	6109
gene-M8Y62_17080	CP097651.1	3523724	3525067	-	1344	1736
gene-M8Y62_17085	CP097651.1	3525076	3525687	-	612	3605
gene-M8Y62_17090	CP097651.1	3525810	3530045	-	4236	6846
gene-M8Y62_17095	CP097651.1	3530181	3530675	-	495	2042
gene-M8Y62_17100	CP097651.1	3531208	3532176	+	969	424
gene-M8Y62_17105	CP097651.1	3532291	3534057	+	1767	576
gene-M8Y62_17110	CP097651.1	3534058	3535779	+	1722	624
gene-M8Y62_17115	CP097651.1	3535824	3536525	+	702	440
gene-M8Y62_17120	CP097651.1	3536879	3537097	+	219	4633
gene-M8Y62_17125	CP097651.1	3537218	3539497	-	2280	12084
gene-M8Y62_17130	CP097651.1	3539528	3539845	-	318	1804
gene-M8Y62_17135	CP097651.1	3540171	3540392	+	222	4040
gene-M8Y62_17140	CP097651.1	3540469	3542409	-	1941	852
gene-M8Y62_17145	CP097651.1	3542406	3543521	-	1116	610
gene-M8Y62_17150	CP097651.1	3543668	3545326	-	1659	1012
gene-M8Y62_17155	CP097651.1	3545746	3546441	+	696	143
gene-M8Y62_17160	CP097651.1	3546557	3547456	+	900	68
gene-M8Y62_17165	CP097651.1	3547600	3549252	+	1653	221
gene-M8Y62_17170	CP097651.1	3549263	3550231	+	969	125
gene-M8Y62_17175	CP097651.1	3550443	3550877	-	435	124
gene-M8Y62_17180	CP097651.1	3551029	3552747	+	1719	1553
gene-M8Y62_17185	CP097651.1	3552786	3553787	+	1002	657
gene-M8Y62_17190	CP097651.1	3553798	3555240	+	1443	454
gene-M8Y62_17195	CP097651.1	3555328	3556341	+	1014	419
gene-M8Y62_17200	CP097651.1	3556338	3557168	-	831	196
gene-M8Y62_17205	CP097651.1	3557200	3558339	-	1140	154
gene-M8Y62_17210	CP097651.1	3559218	3559733	+	516	1139
gene-M8Y62_17215	CP097651.1	3559960	3560688	+	729	487
gene-M8Y62_17220	CP097651.1	3560709	3561440	+	732	780
gene-M8Y62_17225	CP097651.1	3561447	3562163	+	717	141
gene-M8Y62_17230	CP097651.1	3562163	3562831	+	669	187
gene-M8Y62_17235	CP097651.1	3563015	3563746	+	732	329
gene-M8Y62_17240	CP097651.1	3563833	3565305	-	1473	164
gene-M8Y62_17245	CP097651.1	3565302	3566018	-	717	132
