# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308233.txt" "results/alignment/SRR35308233.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam
gene-M8Y62_13645	CP097651.1	2802283	2803038	-	756	29
gene-M8Y62_13650	CP097651.1	2803215	2803526	-	312	35
gene-M8Y62_13660	CP097651.1	2804094	2805122	+	1029	20
gene-M8Y62_13665	CP097651.1	2805146	2805952	+	807	18
gene-M8Y62_13670	CP097651.1	2805949	2806740	+	792	25
gene-M8Y62_13675	CP097651.1	2806737	2807396	+	660	161
gene-M8Y62_13680	CP097651.1	2807407	2808465	-	1059	350
gene-M8Y62_13685	CP097651.1	2808555	2809400	+	846	244
gene-M8Y62_13690	CP097651.1	2809397	2810554	-	1158	78
gene-M8Y62_13695	CP097651.1	2810762	2811184	+	423	95
gene-M8Y62_13700	CP097651.1	2811340	2812527	+	1188	146
gene-M8Y62_13705	CP097651.1	2812756	2813046	+	291	410
gene-M8Y62_13710	CP097651.1	2813255	2814016	+	762	268
gene-M8Y62_13715	CP097651.1	2814177	2814497	+	321	32
gene-M8Y62_13720	CP097651.1	2814488	2814868	+	381	95
gene-M8Y62_13725	CP097651.1	2814917	2815399	-	483	30
gene-M8Y62_13730	CP097651.1	2815418	2815612	-	195	0
gene-M8Y62_13735	CP097651.1	2815617	2816333	-	717	20
gene-M8Y62_13745	CP097651.1	2816903	2817349	-	447	421
gene-M8Y62_13750	CP097651.1	2817603	2819054	-	1452	918
gene-M8Y62_13755	CP097651.1	2819168	2819698	-	531	69
gene-M8Y62_13760	CP097651.1	2819776	2821200	-	1425	755
gene-M8Y62_13765	CP097651.1	2821315	2821683	-	369	19
gene-M8Y62_13770	CP097651.1	2821683	2822609	-	927	127
gene-M8Y62_13775	CP097651.1	2822690	2824078	-	1389	301
gene-M8Y62_13780	CP097651.1	2824180	2825058	+	879	136
gene-M8Y62_13785	CP097651.1	2825012	2825494	-	483	92
gene-M8Y62_13790	CP097651.1	2825639	2826583	+	945	163
gene-M8Y62_13795	CP097651.1	2826598	2827359	-	762	212
gene-M8Y62_13800	CP097651.1	2827361	2828347	-	987	112
gene-M8Y62_13805	CP097651.1	2828340	2829575	-	1236	79
gene-M8Y62_13810	CP097651.1	2829750	2830898	+	1149	158
gene-M8Y62_13815	CP097651.1	2830913	2831797	+	885	770
gene-M8Y62_13820	CP097651.1	2831883	2832833	+	951	133
gene-M8Y62_13825	CP097651.1	2832897	2834216	+	1320	85
gene-M8Y62_13830	CP097651.1	2834262	2835056	-	795	972
gene-M8Y62_13835	CP097651.1	2835258	2836457	+	1200	455
gene-M8Y62_13840	CP097651.1	2836526	2837194	-	669	428
gene-M8Y62_13845	CP097651.1	2837238	2837366	-	129	62
gene-M8Y62_13850	CP097651.1	2837456	2837890	+	435	273
gene-M8Y62_13855	CP097651.1	2837911	2838285	+	375	205
gene-M8Y62_13860	CP097651.1	2838326	2838544	+	219	260
gene-M8Y62_13865	CP097651.1	2838593	2839492	-	900	131
gene-M8Y62_13870	CP097651.1	2839688	2840884	+	1197	288
gene-M8Y62_13875	CP097651.1	2841014	2841496	+	483	102
gene-M8Y62_13880	CP097651.1	2841532	2842230	-	699	27
gene-M8Y62_13885	CP097651.1	2842240	2843037	-	798	19
gene-M8Y62_13890	CP097651.1	2843037	2844110	-	1074	21
gene-M8Y62_13895	CP097651.1	2844110	2845684	-	1575	14
gene-M8Y62_13900	CP097651.1	2845746	2847017	-	1272	41
gene-M8Y62_13905	CP097651.1	2847189	2848292	-	1104	79
gene-M8Y62_13910	CP097651.1	2848441	2848839	-	399	24
gene-M8Y62_13915	CP097651.1	2848907	2850004	+	1098	162
gene-M8Y62_13920	CP097651.1	2849973	2850188	+	216	360
gene-M8Y62_13925	CP097651.1	2850241	2850681	-	441	294
gene-M8Y62_13930	CP097651.1	2850936	2852000	-	1065	114
gene-M8Y62_13935	CP097651.1	2852197	2855304	+	3108	154
gene-M8Y62_13940	CP097651.1	2855359	2856624	+	1266	109
gene-M8Y62_13945	CP097651.1	2856655	2857743	-	1089	179
gene-M8Y62_13950	CP097651.1	2857830	2858090	-	261	109
gene-M8Y62_13955	CP097651.1	2858388	2859248	+	861	3876
gene-M8Y62_13960	CP097651.1	2859269	2860030	-	762	1005
gene-M8Y62_13965	CP097651.1	2860292	2861194	+	903	160
gene-M8Y62_13970	CP097651.1	2861206	2862471	+	1266	40
gene-M8Y62_13975	CP097651.1	2862464	2863084	+	621	41
gene-M8Y62_13980	CP097651.1	2863089	2863871	+	783	51
gene-M8Y62_13985	CP097651.1	2863929	2865293	+	1365	211
gene-M8Y62_13990	CP097651.1	2865320	2866255	-	936	337
gene-M8Y62_13995	CP097651.1	2866566	2867177	+	612	19
gene-M8Y62_14000	CP097651.1	2867728	2868945	+	1218	2413
gene-M8Y62_14005	CP097651.1	2868966	2869478	-	513	349
gene-M8Y62_14010	CP097651.1	2869644	2870117	-	474	867
gene-M8Y62_14015	CP097651.1	2870563	2870664	-	102	1200
gene-M8Y62_14020	CP097651.1	2870939	2871061	+	123	17
gene-M8Y62_14025	CP097651.1	2871129	2871764	+	636	17
gene-M8Y62_14030	CP097651.1	2871761	2871883	-	123	0
gene-M8Y62_14035	CP097651.1	2871938	2872066	-	129	3
gene-M8Y62_14040	CP097651.1	2872238	2872912	+	675	294
gene-M8Y62_14045	CP097651.1	2872963	2873733	-	771	152
gene-M8Y62_14050	CP097651.1	2873833	2874219	+	387	79
gene-M8Y62_14055	CP097651.1	2874297	2876342	-	2046	887
gene-M8Y62_14060	CP097651.1	2876473	2877222	+	750	1737
gene-M8Y62_14065	CP097651.1	2877314	2878000	+	687	751
gene-M8Y62_14070	CP097651.1	2878051	2878482	-	432	5324
gene-M8Y62_14075	CP097651.1	2878748	2880211	-	1464	4257
gene-M8Y62_14080	CP097651.1	2880475	2881758	-	1284	481
gene-M8Y62_14085	CP097651.1	2881872	2882234	-	363	136
gene-M8Y62_14090	CP097651.1	2882353	2882694	+	342	9672
gene-M8Y62_14095	CP097651.1	2882773	2883333	+	561	740
gene-M8Y62_14100	CP097651.1	2883327	2884037	-	711	888
gene-M8Y62_14105	CP097651.1	2884139	2884408	+	270	4351
gene-M8Y62_14110	CP097651.1	2884559	2886994	+	2436	8871
gene-M8Y62_14115	CP097651.1	2887005	2887622	+	618	2325
gene-M8Y62_14120	CP097651.1	2887624	2888481	+	858	1888
gene-M8Y62_14125	CP097651.1	2888523	2889131	+	609	1979
gene-M8Y62_14130	CP097651.1	2889265	2890560	+	1296	994
gene-M8Y62_14135	CP097651.1	2890513	2891208	-	696	2303
gene-M8Y62_14140	CP097651.1	2891336	2892556	-	1221	524
gene-M8Y62_14145	CP097651.1	2892680	2893582	-	903	373
gene-M8Y62_14150	CP097651.1	2893713	2894963	+	1251	674
gene-M8Y62_14155	CP097651.1	2894994	2895086	-	93	48
gene-M8Y62_14160	CP097651.1	2895303	2896790	+	1488	1205
gene-M8Y62_14165	CP097651.1	2896955	2897374	+	420	416
gene-M8Y62_14170	CP097651.1	2898313	2899125	+	813	2439
gene-M8Y62_14175	CP097651.1	2899139	2899255	+	117	193
gene-M8Y62_14180	CP097651.1	2899299	2899628	-	330	3716
gene-M8Y62_14185	CP097651.1	2899615	2899977	-	363	9269
gene-M8Y62_14190	CP097651.1	2900420	2901454	+	1035	497
gene-M8Y62_14195	CP097651.1	2901679	2903334	+	1656	171
gene-M8Y62_14200	CP097651.1	2903334	2904176	+	843	36
gene-M8Y62_14205	CP097651.1	2904194	2904493	+	300	8
gene-M8Y62_14210	CP097651.1	2904486	2905319	+	834	54
gene-M8Y62_14215	CP097651.1	2905319	2906119	+	801	55
gene-M8Y62_14220	CP097651.1	2906256	2907215	+	960	59
gene-M8Y62_14225	CP097651.1	2907219	2907836	+	618	80
gene-M8Y62_14230	CP097651.1	2907836	2908738	+	903	40
gene-M8Y62_14235	CP097651.1	2908728	2909654	-	927	456
gene-M8Y62_14240	CP097651.1	2909812	2911422	-	1611	1111
gene-M8Y62_14245	CP097651.1	2911732	2912652	-	921	10678
gene-M8Y62_14250	CP097651.1	2912816	2913172	-	357	40
gene-M8Y62_14255	CP097651.1	2913328	2914944	+	1617	1039
gene-M8Y62_14260	CP097651.1	2914941	2915660	+	720	507
gene-M8Y62_14265	CP097651.1	2915641	2916591	-	951	426
gene-M8Y62_14270	CP097651.1	2916659	2919436	-	2778	2678
gene-M8Y62_14275	CP097651.1	2920078	2921589	+	1512	2145
gene-M8Y62_14280	CP097651.1	2921644	2923296	+	1653	5112
gene-M8Y62_14285	CP097651.1	2923460	2925076	+	1617	108
gene-M8Y62_14290	CP097651.1	2925666	2926055	-	390	69
gene-M8Y62_14295	CP097651.1	2926048	2926812	-	765	172
gene-M8Y62_14300	CP097651.1	2926802	2928154	-	1353	197
gene-M8Y62_14305	CP097651.1	2928164	2929366	-	1203	309
gene-M8Y62_14310	CP097651.1	2929377	2930033	-	657	84
gene-M8Y62_14315	CP097651.1	2930044	2930730	-	687	120
gene-M8Y62_14320	CP097651.1	2930900	2931706	+	807	214
gene-M8Y62_14325	CP097651.1	2931703	2932266	-	564	469
gene-M8Y62_14330	CP097651.1	2932368	2933276	-	909	219
gene-M8Y62_14335	CP097651.1	2933443	2934753	+	1311	77
gene-M8Y62_14340	CP097651.1	2934753	2936198	+	1446	181
gene-M8Y62_14345	CP097651.1	2936318	2937844	+	1527	203
gene-M8Y62_14350	CP097651.1	2937877	2938035	-	159	9
gene-M8Y62_14355	CP097651.1	2938328	2938843	+	516	204
gene-M8Y62_14360	CP097651.1	2939038	2939790	+	753	4519
gene-M8Y62_14365	CP097651.1	2939929	2940876	+	948	21762
gene-M8Y62_14370	CP097651.1	2940986	2941174	-	189	992
gene-M8Y62_14375	CP097651.1	2941323	2942711	-	1389	7849
gene-M8Y62_14380	CP097651.1	2942722	2944251	-	1530	5824
gene-M8Y62_14385	CP097651.1	2944594	2944776	+	183	51
gene-M8Y62_14390	CP097651.1	2944773	2945723	+	951	1806
gene-M8Y62_14395	CP097651.1	2945901	2947283	+	1383	514
gene-M8Y62_14400	CP097651.1	2947320	2948042	+	723	299
gene-M8Y62_14405	CP097651.1	2948039	2948374	-	336	302
gene-M8Y62_14410	CP097651.1	2948503	2949222	+	720	831
gene-M8Y62_14415	CP097651.1	2949465	2949827	+	363	849
gene-M8Y62_14420	CP097651.1	2950084	2951385	+	1302	1298
gene-M8Y62_14425	CP097651.1	2951461	2952393	+	933	217
gene-M8Y62_14430	CP097651.1	2952383	2953783	-	1401	235
gene-M8Y62_14435	CP097651.1	2954123	2955769	-	1647	3669
gene-M8Y62_14440	CP097651.1	2955971	2957149	+	1179	2204
gene-M8Y62_14445	CP097651.1	2957236	2958795	+	1560	2060
gene-M8Y62_14450	CP097651.1	2958835	2959863	-	1029	840
gene-M8Y62_14455	CP097651.1	2960036	2961628	+	1593	235
gene-M8Y62_14460	CP097651.1	2961680	2962852	+	1173	204
gene-M8Y62_14465	CP097651.1	2962866	2963894	-	1029	201
gene-M8Y62_14470	CP097651.1	2964206	2964409	+	204	317
gene-M8Y62_14475	CP097651.1	2964479	2964958	-	480	94
gene-M8Y62_14480	CP097651.1	2965195	2965548	+	354	223
gene-M8Y62_14485	CP097651.1	2965652	2966860	+	1209	643
gene-M8Y62_14490	CP097651.1	2966857	2967090	+	234	207
gene-M8Y62_14495	CP097651.1	2967341	2967733	+	393	513
gene-M8Y62_14500	CP097651.1	2967768	2967926	-	159	835
gene-M8Y62_14505	CP097651.1	2968209	2969207	+	999	254
gene-M8Y62_14510	CP097651.1	2969256	2970695	-	1440	217
gene-M8Y62_14515	CP097651.1	2970694	2970831	+	138	6
gene-M8Y62_14520	CP097651.1	2970893	2971693	-	801	598
gene-M8Y62_14525	CP097651.1	2972074	2973399	+	1326	32
gene-M8Y62_14530	CP097651.1	2973608	2975038	-	1431	30
gene-M8Y62_14535	CP097651.1	2975048	2976043	-	996	17
gene-M8Y62_14540	CP097651.1	2976054	2977394	-	1341	27
gene-M8Y62_14545	CP097651.1	2977416	2978882	-	1467	6
gene-M8Y62_14550	CP097651.1	2978873	2979895	-	1023	15
gene-M8Y62_14555	CP097651.1	2979914	2981119	-	1206	17
gene-M8Y62_14560	CP097651.1	2981289	2981435	+	147	4
gene-M8Y62_14565	CP097651.1	2981648	2982922	+	1275	4927
gene-M8Y62_14570	CP097651.1	2983078	2984076	-	999	199
gene-M8Y62_14575	CP097651.1	2984177	2985124	+	948	96
gene-M8Y62_14580	CP097651.1	2985232	2985663	+	432	135
gene-M8Y62_14585	CP097651.1	2985663	2987315	+	1653	112
gene-M8Y62_14590	CP097651.1	2987344	2988429	+	1086	84
gene-M8Y62_14595	CP097651.1	2988426	2989805	+	1380	141
gene-M8Y62_14600	CP097651.1	2989806	2990480	+	675	251
gene-M8Y62_14605	CP097651.1	2990528	2994373	-	3846	8854
gene-M8Y62_14610	CP097651.1	2994635	2995240	+	606	326
gene-M8Y62_14615	CP097651.1	2995277	2995687	-	411	171
gene-M8Y62_14620	CP097651.1	2995696	2996292	-	597	443
gene-M8Y62_14625	CP097651.1	2996302	2997228	-	927	357
gene-M8Y62_14630	CP097651.1	2997348	2998664	-	1317	153
gene-M8Y62_14635	CP097651.1	2998691	2999896	-	1206	78
gene-M8Y62_14640	CP097651.1	2999896	3000318	-	423	13
gene-M8Y62_14645	CP097651.1	3000308	3001732	-	1425	22
gene-M8Y62_14650	CP097651.1	3001733	3002521	-	789	27
gene-M8Y62_14655	CP097651.1	3002524	3003291	-	768	6
gene-M8Y62_14660	CP097651.1	3003288	3004358	-	1071	29
gene-M8Y62_14665	CP097651.1	3004366	3004863	-	498	9
gene-M8Y62_14670	CP097651.1	3004875	3005630	-	756	6
gene-M8Y62_14675	CP097651.1	3005638	3005925	-	288	14
gene-M8Y62_14680	CP097651.1	3005937	3006866	-	930	41
gene-M8Y62_14685	CP097651.1	3007153	3009198	+	2046	305
gene-M8Y62_14690	CP097651.1	3009675	3011942	+	2268	333
gene-M8Y62_14695	CP097651.1	3011945	3012928	-	984	292
gene-M8Y62_14700	CP097651.1	3012972	3013862	-	891	482
gene-M8Y62_14705	CP097651.1	3013987	3015486	-	1500	486
gene-M8Y62_14710	CP097651.1	3015722	3016624	+	903	281
gene-M8Y62_14715	CP097651.1	3016625	3016948	-	324	77
gene-M8Y62_14720	CP097651.1	3016956	3017141	-	186	34
gene-M8Y62_14725	CP097651.1	3017138	3019777	-	2640	1633
gene-M8Y62_14730	CP097651.1	3019984	3020484	+	501	444
gene-M8Y62_14735	CP097651.1	3020632	3021621	+	990	914
gene-M8Y62_14740	CP097651.1	3021744	3022184	+	441	441
gene-M8Y62_14745	CP097651.1	3022230	3022493	-	264	398
gene-M8Y62_14750	CP097651.1	3022856	3026383	+	3528	3952
gene-M8Y62_14755	CP097651.1	3026740	3027864	+	1125	44
gene-M8Y62_14760	CP097651.1	3028008	3028220	+	213	77
gene-M8Y62_14765	CP097651.1	3028302	3028736	+	435	4576
gene-M8Y62_14770	CP097651.1	3028970	3029905	+	936	1302
gene-M8Y62_14775	CP097651.1	3029951	3031324	-	1374	1773
gene-M8Y62_14780	CP097651.1	3031850	3032833	-	984	448
gene-M8Y62_14785	CP097651.1	3033113	3033856	+	744	33
gene-M8Y62_14790	CP097651.1	3033819	3034937	+	1119	122
gene-M8Y62_14795	CP097651.1	3035174	3035368	+	195	322
gene-M8Y62_14800	CP097651.1	3035481	3036227	-	747	36
gene-M8Y62_14805	CP097651.1	3036478	3037857	-	1380	23
gene-M8Y62_14810	CP097651.1	3038192	3038671	+	480	115
gene-M8Y62_14815	CP097651.1	3038923	3039537	+	615	91
gene-M8Y62_14820	CP097651.1	3039576	3040775	+	1200	42
gene-M8Y62_14825	CP097651.1	3040804	3041472	-	669	17
gene-M8Y62_14830	CP097651.1	3041465	3042478	-	1014	25
gene-M8Y62_14835	CP097651.1	3042487	3043293	-	807	7
gene-M8Y62_14840	CP097651.1	3043514	3044689	+	1176	22
gene-M8Y62_14845	CP097651.1	3044734	3045768	-	1035	38
gene-M8Y62_14850	CP097651.1	3045857	3046405	+	549	145
gene-M8Y62_14855	CP097651.1	3046462	3047373	-	912	134
gene-M8Y62_14860	CP097651.1	3047366	3048235	-	870	240
gene-M8Y62_14865	CP097651.1	3048323	3049246	+	924	61
gene-M8Y62_14870	CP097651.1	3049266	3050171	-	906	224
gene-M8Y62_14875	CP097651.1	3050310	3051239	+	930	68
gene-M8Y62_14880	CP097651.1	3051265	3051471	+	207	15
gene-M8Y62_14885	CP097651.1	3051522	3052400	-	879	202
gene-M8Y62_14890	CP097651.1	3052559	3053314	+	756	101
gene-M8Y62_14895	CP097651.1	3053319	3053912	-	594	149
gene-M8Y62_14900	CP097651.1	3053986	3054699	+	714	75
gene-M8Y62_14905	CP097651.1	3054766	3055260	-	495	14
gene-M8Y62_14910	CP097651.1	3055387	3055929	-	543	23
gene-M8Y62_14915	CP097651.1	3055907	3056992	-	1086	36
gene-M8Y62_14920	CP097651.1	3056956	3058710	-	1755	76
gene-M8Y62_14925	CP097651.1	3058787	3059257	-	471	25
gene-M8Y62_14935	CP097651.1	3060340	3061938	-	1599	135
gene-M8Y62_14940	CP097651.1	3061938	3065441	-	3504	360
gene-M8Y62_14945	CP097651.1	3065390	3066598	-	1209	47
gene-M8Y62_14950	CP097651.1	3067346	3067681	-	336	12
gene-M8Y62_14955	CP097651.1	3067868	3068938	-	1071	22
gene-M8Y62_14965	CP097651.1	3070206	3070727	-	522	7
gene-M8Y62_14970	CP097651.1	3070724	3072646	-	1923	40
gene-M8Y62_14975	CP097651.1	3072664	3073065	-	402	2
gene-M8Y62_14980	CP097651.1	3073077	3075767	-	2691	106
gene-M8Y62_14985	CP097651.1	3075769	3078423	-	2655	77
gene-M8Y62_14990	CP097651.1	3078687	3079178	-	492	145
gene-M8Y62_14995	CP097651.1	3079183	3080889	-	1707	39
gene-M8Y62_15000	CP097651.1	3080886	3081575	-	690	8
gene-M8Y62_15005	CP097651.1	3081572	3082915	-	1344	27
gene-M8Y62_15010	CP097651.1	3082925	3084469	-	1545	63
gene-M8Y62_15015	CP097651.1	3084512	3085003	-	492	28
gene-M8Y62_15020	CP097651.1	3085644	3086210	+	567	339
gene-M8Y62_15025	CP097651.1	3086409	3087941	-	1533	530
gene-M8Y62_15030	CP097651.1	3088158	3088919	-	762	68
gene-M8Y62_15035	CP097651.1	3089028	3089942	+	915	321
gene-M8Y62_15040	CP097651.1	3090244	3090432	+	189	21678
gene-M8Y62_15045	CP097651.1	3090504	3090947	-	444	9266
gene-M8Y62_15050	CP097651.1	3090967	3091305	-	339	453
gene-M8Y62_15055	CP097651.1	3091295	3092509	-	1215	576
gene-M8Y62_15060	CP097651.1	3092518	3093417	-	900	101
gene-M8Y62_15065	CP097651.1	3093428	3094645	-	1218	108
gene-M8Y62_15070	CP097651.1	3094921	3096738	+	1818	328
gene-M8Y62_15075	CP097651.1	3096735	3098066	+	1332	272
gene-M8Y62_15080	CP097651.1	3098063	3099610	+	1548	753
gene-M8Y62_15085	CP097651.1	3099595	3100989	+	1395	571
gene-M8Y62_15090	CP097651.1	3100986	3101420	+	435	136
gene-M8Y62_15095	CP097651.1	3101423	3104116	+	2694	796
gene-M8Y62_15100	CP097651.1	3104106	3106304	+	2199	609
gene-M8Y62_15105	CP097651.1	3106329	3107198	-	870	86
gene-M8Y62_15110	CP097651.1	3107277	3108479	-	1203	160
gene-M8Y62_15115	CP097651.1	3108552	3109688	-	1137	60
gene-M8Y62_15120	CP097651.1	3109861	3110745	+	885	75
gene-M8Y62_15130	CP097651.1	3111258	3111698	-	441	18
gene-M8Y62_15135	CP097651.1	3111698	3111946	-	249	0
gene-M8Y62_15140	CP097651.1	3111858	3112340	-	483	6
gene-M8Y62_15145	CP097651.1	3112330	3113379	-	1050	11
gene-M8Y62_15150	CP097651.1	3113381	3113986	-	606	7
gene-M8Y62_15155	CP097651.1	3114099	3114590	-	492	6
gene-M8Y62_15165	CP097651.1	3116443	3116622	+	180	74
gene-M8Y62_15170	CP097651.1	3116873	3118489	-	1617	3074
gene-M8Y62_15175	CP097651.1	3118486	3118602	-	117	11
gene-M8Y62_15180	CP097651.1	3118675	3119382	+	708	383
gene-M8Y62_15185	CP097651.1	3119379	3120344	-	966	666
gene-M8Y62_15190	CP097651.1	3120447	3120953	+	507	3180
gene-M8Y62_15195	CP097651.1	3121024	3122076	-	1053	383
gene-M8Y62_15200	CP097651.1	3122178	3123719	-	1542	563
gene-M8Y62_15205	CP097651.1	3123892	3125205	-	1314	163
gene-M8Y62_15210	CP097651.1	3125364	3126218	+	855	153
gene-M8Y62_15215	CP097651.1	3126308	3127369	-	1062	412
gene-M8Y62_15220	CP097651.1	3127366	3128763	-	1398	1350
gene-M8Y62_15225	CP097651.1	3128866	3129084	-	219	444
gene-M8Y62_15230	CP097651.1	3129113	3129472	-	360	706
gene-M8Y62_15235	CP097651.1	3129472	3129696	-	225	559
gene-M8Y62_15240	CP097651.1	3129752	3130420	-	669	6538
gene-M8Y62_15245	CP097651.1	3130573	3131562	+	990	123
gene-M8Y62_15250	CP097651.1	3131553	3132944	-	1392	99
gene-M8Y62_15255	CP097651.1	3132970	3134139	-	1170	70
gene-M8Y62_15260	CP097651.1	3134311	3136632	+	2322	480
gene-M8Y62_15265	CP097651.1	3136599	3137441	-	843	335
gene-M8Y62_15270	CP097651.1	3137549	3138457	+	909	107
gene-M8Y62_15275	CP097651.1	3138791	3140434	+	1644	1657
gene-M8Y62_15280	CP097651.1	3140431	3141396	+	966	768
gene-M8Y62_15285	CP097651.1	3141383	3142273	+	891	745
gene-M8Y62_15290	CP097651.1	3142273	3143265	+	993	995
gene-M8Y62_15295	CP097651.1	3143267	3144076	+	810	463
gene-M8Y62_15300	CP097651.1	3144121	3145500	-	1380	263
gene-M8Y62_15305	CP097651.1	3145748	3146290	+	543	155
gene-M8Y62_15310	CP097651.1	3146489	3147277	+	789	1058
gene-M8Y62_15315	CP097651.1	3147468	3148625	+	1158	88
gene-M8Y62_15320	CP097651.1	3148707	3150641	+	1935	1211
gene-M8Y62_15325	CP097651.1	3150800	3150979	+	180	174
gene-M8Y62_15330	CP097651.1	3151051	3151800	+	750	309
gene-M8Y62_15335	CP097651.1	3152076	3152294	+	219	10045
gene-M8Y62_15340	CP097651.1	3152426	3152752	-	327	201
gene-M8Y62_15345	CP097651.1	3152752	3153489	-	738	171
gene-M8Y62_15350	CP097651.1	3153681	3154850	-	1170	1970
gene-M8Y62_15355	CP097651.1	3154857	3155165	-	309	532
gene-M8Y62_15360	CP097651.1	3155301	3156068	-	768	834
gene-M8Y62_15365	CP097651.1	3156232	3156834	+	603	1076
gene-M8Y62_15370	CP097651.1	3156881	3159553	-	2673	9663
gene-M8Y62_15375	CP097651.1	3159942	3160109	-	168	6175
gene-M8Y62_15380	CP097651.1	3160355	3161329	-	975	4176
gene-M8Y62_15385	CP097651.1	3161675	3164272	-	2598	3965
gene-M8Y62_15390	CP097651.1	3164679	3164930	+	252	2025
gene-M8Y62_15395	CP097651.1	3164978	3166024	-	1047	1028
gene-M8Y62_15400	CP097651.1	3166069	3166284	-	216	41
gene-M8Y62_15405	CP097651.1	3166279	3167040	+	762	340
gene-M8Y62_15410	CP097651.1	3167037	3167627	+	591	271
gene-M8Y62_15415	CP097651.1	3167688	3168590	-	903	1504
gene-M8Y62_15420	CP097651.1	3168872	3169768	-	897	204
gene-M8Y62_15425	CP097651.1	3169880	3170788	+	909	222
gene-M8Y62_15430	CP097651.1	3170810	3171430	-	621	4012
gene-M8Y62_15435	CP097651.1	3171447	3172310	-	864	2877
gene-M8Y62_15440	CP097651.1	3172599	3174161	+	1563	712
gene-M8Y62_15445	CP097651.1	3174161	3175756	+	1596	593
gene-M8Y62_15450	CP097651.1	3175760	3177118	+	1359	1922
gene-M8Y62_15455	CP097651.1	3177128	3178321	+	1194	2283
gene-M8Y62_15460	CP097651.1	3178321	3179130	+	810	1298
gene-M8Y62_15465	CP097651.1	3179347	3180606	-	1260	132
gene-M8Y62_15470	CP097651.1	3180609	3181697	-	1089	141
gene-M8Y62_15475	CP097651.1	3181712	3183022	-	1311	35
gene-M8Y62_15480	CP097651.1	3183151	3184059	+	909	290
gene-M8Y62_15485	CP097651.1	3184102	3184560	-	459	135
gene-M8Y62_15490	CP097651.1	3184635	3185582	+	948	126
gene-M8Y62_15495	CP097651.1	3185618	3185890	-	273	34
gene-M8Y62_15500	CP097651.1	3186009	3186716	+	708	161
gene-M8Y62_15505	CP097651.1	3187026	3189311	+	2286	1092
gene-M8Y62_15510	CP097651.1	3189360	3190037	+	678	1601
gene-M8Y62_15515	CP097651.1	3190122	3190760	-	639	24224
gene-M8Y62_15520	CP097651.1	3191030	3191443	+	414	189
gene-M8Y62_15525	CP097651.1	3191469	3192212	+	744	662
gene-M8Y62_15530	CP097651.1	3192267	3192806	+	540	1414
gene-M8Y62_15535	CP097651.1	3193078	3195261	+	2184	315
gene-M8Y62_15540	CP097651.1	3195361	3195759	+	399	112
gene-M8Y62_15545	CP097651.1	3195789	3196325	-	537	376
gene-M8Y62_15550	CP097651.1	3196514	3197182	+	669	249
gene-M8Y62_15555	CP097651.1	3197332	3198093	+	762	133
gene-M8Y62_15560	CP097651.1	3198185	3198775	+	591	570
gene-M8Y62_15565	CP097651.1	3198911	3200302	+	1392	350
gene-M8Y62_15570	CP097651.1	3200361	3200600	-	240	115
gene-M8Y62_15575	CP097651.1	3200806	3203064	+	2259	4951
gene-M8Y62_15580	CP097651.1	3203122	3203880	-	759	132
gene-M8Y62_15585	CP097651.1	3203893	3205239	-	1347	351
gene-M8Y62_15590	CP097651.1	3205350	3206174	-	825	218
gene-M8Y62_15595	CP097651.1	3206202	3206549	-	348	67
gene-M8Y62_15600	CP097651.1	3206603	3207961	-	1359	141
gene-M8Y62_15605	CP097651.1	3207973	3208089	-	117	0
gene-M8Y62_15610	CP097651.1	3208109	3208429	-	321	261
gene-M8Y62_15615	CP097651.1	3208708	3209046	-	339	21894
gene-M8Y62_15620	CP097651.1	3209329	3210156	+	828	1035
gene-M8Y62_15625	CP097651.1	3210257	3211120	+	864	1507
gene-M8Y62_15630	CP097651.1	3211208	3211693	-	486	7989
gene-M8Y62_15635	CP097651.1	3212037	3213002	-	966	509
gene-M8Y62_15640	CP097651.1	3213012	3214337	-	1326	170
gene-M8Y62_15645	CP097651.1	3214334	3215812	-	1479	228
gene-M8Y62_15650	CP097651.1	3215809	3216843	-	1035	228
gene-M8Y62_15655	CP097651.1	3216840	3218060	-	1221	156
gene-M8Y62_15660	CP097651.1	3218499	3219305	+	807	1065
gene-M8Y62_15665	CP097651.1	3219519	3220175	+	657	91
gene-M8Y62_15670	CP097651.1	3220162	3220872	+	711	46
gene-M8Y62_15675	CP097651.1	3220869	3221429	+	561	88
gene-M8Y62_15680	CP097651.1	3221432	3222610	+	1179	260
gene-M8Y62_15685	CP097651.1	3222583	3224118	+	1536	309
gene-M8Y62_15695	CP097651.1	3224844	3226151	+	1308	867
gene-M8Y62_15700	CP097651.1	3226203	3226826	-	624	524
gene-M8Y62_15705	CP097651.1	3226913	3227323	+	411	143
gene-M8Y62_15710	CP097651.1	3227506	3228849	+	1344	1302
gene-M8Y62_15715	CP097651.1	3228893	3229873	-	981	1823
gene-M8Y62_15720	CP097651.1	3230053	3231999	-	1947	4036
gene-M8Y62_15725	CP097651.1	3232004	3233047	-	1044	3451
gene-M8Y62_15730	CP097651.1	3233273	3234019	+	747	23014
gene-M8Y62_15735	CP097651.1	3234755	3235306	-	552	1437
